method,method_label,iteration,point_idx,global_id,v0_mean,tau,A,R_safety,density,flow_ratio,y_simulated,y_std,dist_to_bound,is_boundary
M2_n20,M2: MultiStart (n=20),3,8,M2_n20_i3_p8,1.6000,0.3000,10.0000,1.6000,1.0000,0.5000,10.4487,3.3127,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,9,M2_n20_i3_p9,0.8000,0.8000,10.0000,0.8000,0.1000,0.5000,14.5350,1.6935,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,10,M2_n20_i3_p10,0.8000,0.3000,40.0000,0.8000,0.1000,0.5000,13.3988,1.3876,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,11,M2_n20_i3_p11,0.8000,0.8000,40.0000,1.6000,0.1000,0.0000,14.3450,1.7476,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,12,M2_n20_i3_p12,0.8000,0.3000,40.0000,1.6000,0.1000,0.0000,13.3500,2.1321,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,13,M2_n20_i3_p13,0.8000,0.3000,10.0000,0.8000,1.0000,0.5000,16.0082,0.8888,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,14,M2_n20_i3_p14,0.8000,0.8000,10.0000,0.8000,1.0000,0.5000,18.0836,2.7970,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,15,M2_n20_i3_p15,0.8000,0.3000,27.3084,0.8000,0.1000,0.5000,14.5963,1.8877,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,16,M2_n20_i3_p16,1.0724,0.8000,13.6823,1.6000,0.1000,0.5000,11.0138,1.2112,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,17,M2_n20_i3_p17,0.8000,0.8000,10.0000,1.6000,0.1000,0.0000,13.3288,1.6500,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,18,M2_n20_i3_p18,0.8000,0.3000,23.0694,1.6000,0.1000,0.5000,15.0725,2.4086,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,19,M2_n20_i3_p19,1.6000,0.3000,10.0000,1.6000,0.1000,0.0000,6.2150,0.2133,0.0000,YES
M2_n20,M2: MultiStart (n=20),3,20,M2_n20_i3_p20,1.6000,0.3000,24.5003,0.8000,1.0000,0.0000,6.2907,0.0807,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,1,M2_n50_i1_p1,0.8000,0.8000,40.0000,0.8000,1.0000,0.5000,21.0493,3.6783,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,2,M2_n50_i1_p2,0.8000,0.8000,40.0000,0.8000,1.0000,0.5000,21.5756,3.7059,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,3,M2_n50_i1_p3,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,25.8713,7.7808,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,4,M2_n50_i1_p4,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,22.7388,2.5110,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,5,M2_n50_i1_p5,0.8000,0.8000,40.0000,1.6000,1.0000,0.5000,22.6796,3.0572,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,6,M2_n50_i1_p6,0.8000,0.8000,10.0000,0.8000,1.0000,0.5000,16.5028,1.5351,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,7,M2_n50_i1_p7,0.8000,0.8000,10.0000,0.8000,1.0000,0.5000,19.5650,1.8241,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,8,M2_n50_i1_p8,0.8000,0.8000,10.0000,0.8000,1.0000,0.5000,19.4981,2.6509,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,9,M2_n50_i1_p9,0.8000,0.8000,10.0000,1.6000,1.0000,0.5000,19.8485,2.4160,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,10,M2_n50_i1_p10,0.8000,0.8000,10.0000,1.6000,1.0000,0.5000,22.3160,7.5588,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,11,M2_n50_i1_p11,0.8000,0.8000,10.0000,1.6000,1.0000,0.5000,18.1248,1.3307,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,12,M2_n50_i1_p12,0.8000,0.3000,10.0000,0.8000,1.0000,0.5000,16.4207,1.4365,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,13,M2_n50_i1_p13,0.8000,0.3000,10.0000,1.6000,1.0000,0.5000,18.5257,3.5181,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,14,M2_n50_i1_p14,0.8000,0.3000,10.0000,1.6000,1.0000,0.5000,18.6950,5.1608,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,15,M2_n50_i1_p15,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,22.2642,7.0614,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,16,M2_n50_i1_p16,0.8000,0.8000,40.0000,0.8000,0.1000,0.5000,13.7875,1.8353,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,17,M2_n50_i1_p17,0.8000,0.8000,40.0000,0.8000,0.1000,0.5000,15.1562,2.1230,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,18,M2_n50_i1_p18,0.8000,0.8000,10.0000,0.8000,0.1000,0.5000,14.0775,2.1483,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,19,M2_n50_i1_p19,0.8000,0.3000,10.0000,0.8000,0.1000,0.5000,13.1575,1.2936,0.0000,YES
M2_n50,M2: MultiStart (n=50),1,20,M2_n50_i1_p20,0.8000,0.3000,40.0000,0.8000,0.1000,0.5000,14.3488,2.2786,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,1,M2_n50_i2_p1,1.6000,0.8000,40.0000,1.6000,1.0000,0.5000,16.2775,4.3422,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,2,M2_n50_i2_p2,1.6000,0.8000,40.0000,1.6000,1.0000,0.5000,12.8600,3.6196,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,3,M2_n50_i2_p3,1.6000,0.8000,40.0000,1.6000,1.0000,0.5000,12.4268,3.5128,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,4,M2_n50_i2_p4,1.6000,0.8000,40.0000,0.8000,1.0000,0.5000,10.8033,2.4427,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,5,M2_n50_i2_p5,1.6000,0.3000,40.0000,1.6000,1.0000,0.5000,13.1451,5.1429,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,6,M2_n50_i2_p6,1.6000,0.3000,40.0000,1.6000,1.0000,0.5000,11.4147,2.5472,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,7,M2_n50_i2_p7,0.8000,0.8000,40.0000,0.8000,1.0000,0.0000,14.3523,1.1093,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,8,M2_n50_i2_p8,0.8000,0.8000,40.0000,1.6000,0.1000,0.0000,13.5000,1.9877,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,9,M2_n50_i2_p9,0.8000,0.8000,40.0000,1.6000,0.1000,0.0000,14.7363,3.0934,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,10,M2_n50_i2_p10,0.8000,0.8000,40.0000,1.6000,0.1000,0.0000,14.1463,1.9209,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,11,M2_n50_i2_p11,0.8000,0.8000,40.0000,0.8000,0.1000,0.0000,14.1363,2.5566,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,12,M2_n50_i2_p12,1.6000,0.3000,40.0000,0.8000,1.0000,0.5000,8.0870,0.7682,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,13,M2_n50_i2_p13,1.6000,0.3000,40.0000,0.8000,1.0000,0.5000,7.9785,1.0233,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,14,M2_n50_i2_p14,0.8000,0.3000,40.0000,1.6000,0.1000,0.0000,13.2113,1.5250,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,15,M2_n50_i2_p15,0.8000,0.3000,40.0000,1.6000,0.1000,0.0000,12.8700,1.5873,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,16,M2_n50_i2_p16,0.8000,0.3000,40.0000,0.8000,0.1000,0.0000,13.3338,1.5042,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,17,M2_n50_i2_p17,1.6000,0.8000,10.0000,1.6000,1.0000,0.5000,14.0614,3.4943,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,18,M2_n50_i2_p18,0.8000,0.8000,40.0000,1.6000,1.0000,0.0000,13.7173,0.6174,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,19,M2_n50_i2_p19,0.8000,0.8000,40.0000,1.6000,1.0000,0.0000,14.0853,0.9121,0.0000,YES
M2_n50,M2: MultiStart (n=50),2,20,M2_n50_i2_p20,0.8000,0.3000,40.0000,0.8000,1.0000,0.0000,13.5630,0.7220,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,1,M2_n50_i3_p1,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,21.2033,3.9373,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,2,M2_n50_i3_p2,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,18.9480,2.9539,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,3,M2_n50_i3_p3,0.8000,0.3000,40.0000,1.6000,1.0000,0.5000,19.1808,3.4773,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,4,M2_n50_i3_p4,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,15.5525,3.1772,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,5,M2_n50_i3_p5,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,15.1537,2.2657,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,6,M2_n50_i3_p6,0.8000,0.8000,10.0000,1.6000,0.1000,0.5000,16.2450,2.3431,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,7,M2_n50_i3_p7,0.8000,0.3000,10.0000,1.6000,0.1000,0.5000,14.3550,2.0312,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,8,M2_n50_i3_p8,1.6000,0.8000,10.0000,0.8000,1.0000,0.0000,6.2988,0.1555,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,9,M2_n50_i3_p9,0.8000,0.8000,40.0000,1.6000,0.1000,0.5000,15.5075,2.4017,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,10,M2_n50_i3_p10,0.8000,0.8000,40.0000,1.6000,0.1000,0.5000,15.0150,1.6379,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,11,M2_n50_i3_p11,1.6000,0.8000,10.0000,0.8000,0.1000,0.5000,7.2112,0.7991,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,12,M2_n50_i3_p12,1.6000,0.8000,10.0000,0.8000,0.1000,0.5000,6.9238,0.6254,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,13,M2_n50_i3_p13,0.8000,0.3000,40.0000,0.8000,1.0000,0.5000,16.3877,2.3816,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,14,M2_n50_i3_p14,0.8000,0.3000,40.0000,0.8000,1.0000,0.5000,16.5412,3.1748,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,15,M2_n50_i3_p15,1.6000,0.8000,10.0000,1.6000,1.0000,0.5000,12.7134,4.6647,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,16,M2_n50_i3_p16,1.6000,0.8000,10.0000,1.6000,1.0000,0.5000,14.0614,3.4943,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,17,M2_n50_i3_p17,1.6000,0.8000,40.0000,0.8000,1.0000,0.0000,6.2912,0.1350,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,18,M2_n50_i3_p18,1.6000,0.8000,10.0000,1.6000,0.1000,0.5000,8.1713,1.2283,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,19,M2_n50_i3_p19,1.6000,0.3000,40.0000,1.6000,0.1000,0.5000,7.3063,0.9096,0.0000,YES
M2_n50,M2: MultiStart (n=50),3,20,M2_n50_i3_p20,0.8000,0.3000,24.7222,1.6000,0.1000,0.5000,13.9962,1.9126,0.0000,YES
M3_KMeans,M3: KMeans Pool,1,1,M3_KMeans_i1_p1,0.8339,0.3846,17.1708,0.9273,0.3102,0.4353,13.6567,1.1640,0.0424,YES
M3_KMeans,M3: KMeans Pool,1,2,M3_KMeans_i1_p2,0.8434,0.6852,35.4835,1.3362,0.6363,0.4271,16.7447,2.5220,0.0542,NO
M3_KMeans,M3: KMeans Pool,1,3,M3_KMeans_i1_p3,0.8331,0.7041,35.1308,1.4869,0.4653,0.0752,15.1407,1.4056,0.0414,YES
M3_KMeans,M3: KMeans Pool,1,4,M3_KMeans_i1_p4,0.8269,0.5193,36.0257,0.9939,0.2582,0.0750,14.2756,1.1539,0.0336,YES
M3_KMeans,M3: KMeans Pool,1,5,M3_KMeans_i1_p5,0.8494,0.6897,17.2731,0.9856,0.8226,0.4245,16.1262,2.1109,0.0618,NO
M3_KMeans,M3: KMeans Pool,1,6,M3_KMeans_i1_p6,0.8269,0.7142,34.7927,1.0305,0.8219,0.0965,15.2224,1.1824,0.0336,YES
M3_KMeans,M3: KMeans Pool,1,7,M3_KMeans_i1_p7,0.8499,0.4162,18.0026,1.4367,0.8323,0.4291,18.7098,7.4463,0.0623,NO
M3_KMeans,M3: KMeans Pool,1,8,M3_KMeans_i1_p8,0.8811,0.6920,33.4747,1.4546,0.9174,0.3939,18.1266,1.9911,0.0918,NO
M3_KMeans,M3: KMeans Pool,1,9,M3_KMeans_i1_p9,0.8594,0.7006,33.9888,0.9581,0.8279,0.4061,16.9262,2.2363,0.0742,NO
M3_KMeans,M3: KMeans Pool,1,10,M3_KMeans_i1_p10,0.8396,0.7043,15.8506,0.9473,0.2889,0.4248,15.9283,1.8296,0.0495,YES
M3_KMeans,M3: KMeans Pool,1,11,M3_KMeans_i1_p11,0.8581,0.7089,17.3194,1.4548,0.7937,0.4163,19.4980,9.5030,0.0727,NO
M3_KMeans,M3: KMeans Pool,1,12,M3_KMeans_i1_p12,0.8334,0.6954,33.8860,0.9545,0.3157,0.4176,15.5061,1.2845,0.0417,YES
M3_KMeans,M3: KMeans Pool,1,13,M3_KMeans_i1_p13,0.8372,0.4101,34.1264,0.9683,0.8461,0.3780,17.2256,1.9084,0.0465,YES
M3_KMeans,M3: KMeans Pool,1,14,M3_KMeans_i1_p14,0.8405,0.3923,16.2836,0.9819,0.8609,0.3858,15.8946,2.0551,0.0506,NO
M3_KMeans,M3: KMeans Pool,1,15,M3_KMeans_i1_p15,1.5827,0.6462,29.1260,1.3199,0.9394,0.4182,11.2810,3.1305,0.0216,YES
M3_KMeans,M3: KMeans Pool,1,16,M3_KMeans_i1_p16,0.8493,0.6875,34.6788,1.4633,0.2637,0.4234,14.8456,0.9264,0.0617,NO
M3_KMeans,M3: KMeans Pool,1,17,M3_KMeans_i1_p17,0.8353,0.3839,34.8866,1.4490,0.7429,0.3759,15.5386,1.4288,0.0441,YES
M3_KMeans,M3: KMeans Pool,1,18,M3_KMeans_i1_p18,0.8548,0.7110,15.7354,1.4208,0.2757,0.4452,15.1931,1.6872,0.0685,NO
M3_KMeans,M3: KMeans Pool,1,19,M3_KMeans_i1_p19,0.8411,0.3969,15.7292,1.4408,0.2968,0.4391,15.1567,1.5435,0.0514,NO
M3_KMeans,M3: KMeans Pool,1,20,M3_KMeans_i1_p20,0.8372,0.3834,35.4203,1.1178,0.2547,0.4375,13.9669,1.8616,0.0464,YES
M3_KMeans,M3: KMeans Pool,2,1,M3_KMeans_i2_p1,0.9135,0.6959,34.1266,1.4567,0.9007,0.4184,18.0370,4.2776,0.1103,NO
M3_KMeans,M3: KMeans Pool,2,2,M3_KMeans_i2_p2,0.8557,0.4794,13.5388,1.2702,0.1981,0.0585,15.0858,1.8297,0.0696,NO
M3_KMeans,M3: KMeans Pool,2,3,M3_KMeans_i2_p3,0.9350,0.7293,13.8706,1.2196,0.2286,0.4483,13.0250,1.2979,0.1033,NO
M3_KMeans,M3: KMeans Pool,2,4,M3_KMeans_i2_p4,1.5270,0.3822,34.8080,1.3115,0.8253,0.4392,9.9056,1.9004,0.0912,NO
M3_KMeans,M3: KMeans Pool,2,5,M3_KMeans_i2_p5,0.8638,0.3931,16.6987,0.9688,0.8724,0.4251,15.5769,2.7238,0.0797,NO
M3_KMeans,M3: KMeans Pool,2,6,M3_KMeans_i2_p6,0.8296,0.3935,35.3483,0.9105,0.3771,0.0710,13.7300,0.9920,0.0370,YES
M3_KMeans,M3: KMeans Pool,2,7,M3_KMeans_i2_p7,0.8623,0.3728,35.2806,1.1566,0.7907,0.4348,16.3598,1.4506,0.0779,NO
M3_KMeans,M3: KMeans Pool,2,8,M3_KMeans_i2_p8,0.9192,0.4207,16.2915,1.4737,0.8687,0.4342,17.7468,6.6725,0.1315,NO
M3_KMeans,M3: KMeans Pool,2,9,M3_KMeans_i2_p9,1.5629,0.6719,32.4673,0.9511,0.8406,0.4203,9.4596,1.3712,0.0464,YES
M3_KMeans,M3: KMeans Pool,2,10,M3_KMeans_i2_p10,1.5292,0.7087,25.9298,1.4754,0.8913,0.4183,10.5672,2.3978,0.0885,NO
M3_KMeans,M3: KMeans Pool,2,11,M3_KMeans_i2_p11,0.8586,0.3749,15.0456,1.2417,0.2339,0.4437,14.6343,1.6025,0.0733,NO
M3_KMeans,M3: KMeans Pool,2,12,M3_KMeans_i2_p12,1.5612,0.6953,13.6249,1.3258,0.5810,0.0816,7.5706,0.3549,0.0485,YES
M3_KMeans,M3: KMeans Pool,2,13,M3_KMeans_i2_p13,0.8575,0.7425,32.9544,1.1996,0.2242,0.0773,13.3364,1.5805,0.0719,NO
M3_KMeans,M3: KMeans Pool,2,14,M3_KMeans_i2_p14,0.8340,0.7236,30.7096,1.1762,0.8665,0.0545,15.2393,0.8167,0.0425,YES
M3_KMeans,M3: KMeans Pool,2,15,M3_KMeans_i2_p15,0.8871,0.7146,15.3572,0.9654,0.8717,0.4176,15.5933,2.0111,0.1089,NO
M3_KMeans,M3: KMeans Pool,2,16,M3_KMeans_i2_p16,0.8195,0.3765,25.4344,1.2402,0.9236,0.0925,16.9286,3.2160,0.0244,YES
M3_KMeans,M3: KMeans Pool,2,17,M3_KMeans_i2_p17,0.9049,0.7117,15.3326,1.4777,0.8526,0.3965,15.5360,2.8903,0.1311,NO
M3_KMeans,M3: KMeans Pool,2,18,M3_KMeans_i2_p18,1.3544,0.5981,32.1906,1.4500,0.1912,0.4653,8.8358,0.3740,0.0694,NO
M3_KMeans,M3: KMeans Pool,2,19,M3_KMeans_i2_p19,0.8451,0.3637,34.3100,1.4579,0.2020,0.1245,13.9992,1.6882,0.0563,NO
M3_KMeans,M3: KMeans Pool,2,20,M3_KMeans_i2_p20,0.8801,0.6949,35.7276,0.9170,0.7702,0.4180,16.7822,2.8740,0.1001,NO
M3_KMeans,M3: KMeans Pool,3,1,M3_KMeans_i3_p1,1.4824,0.6744,31.7122,0.9322,0.9209,0.4090,9.8695,1.1161,0.0879,NO
M3_KMeans,M3: KMeans Pool,3,2,M3_KMeans_i3_p2,1.4594,0.6769,35.6603,1.4538,0.9022,0.4210,16.1094,4.7804,0.1087,NO
M3_KMeans,M3: KMeans Pool,3,3,M3_KMeans_i3_p3,0.9209,0.3989,15.4698,0.9814,0.8942,0.4290,15.3496,3.1542,0.1176,NO
M3_KMeans,M3: KMeans Pool,3,4,M3_KMeans_i3_p4,1.4272,0.3901,16.4009,1.4195,0.9207,0.4333,13.4818,4.0710,0.0881,NO
M3_KMeans,M3: KMeans Pool,3,5,M3_KMeans_i3_p5,0.8293,0.5360,22.5264,1.4754,0.9375,0.0857,15.2762,1.3376,0.0367,YES
M3_KMeans,M3: KMeans Pool,3,6,M3_KMeans_i3_p6,0.9126,0.4034,34.6659,1.4643,0.8189,0.4355,15.8552,4.0961,0.1290,NO
M3_KMeans,M3: KMeans Pool,3,7,M3_KMeans_i3_p7,1.5067,0.3845,35.7682,1.3470,0.8990,0.4233,12.3774,2.6334,0.1122,NO
M3_KMeans,M3: KMeans Pool,3,8,M3_KMeans_i3_p8,0.8576,0.3775,21.8609,1.3577,0.1844,0.0556,14.4833,1.7938,0.0720,NO
M3_KMeans,M3: KMeans Pool,3,9,M3_KMeans_i3_p9,0.9271,0.7265,34.6132,1.3651,0.8936,0.4259,19.1281,4.6001,0.1183,NO
M3_KMeans,M3: KMeans Pool,3,10,M3_KMeans_i3_p10,0.8980,0.3698,21.7960,0.9588,0.1798,0.4495,13.1590,1.2446,0.0887,NO
M3_KMeans,M3: KMeans Pool,3,11,M3_KMeans_i3_p11,1.5744,0.5602,25.3208,0.9426,0.2086,0.4383,7.3700,0.5090,0.0319,YES
M3_KMeans,M3: KMeans Pool,3,12,M3_KMeans_i3_p12,0.9104,0.7423,25.0337,1.4612,0.1750,0.0833,14.9900,3.3887,0.0833,NO
M3_KMeans,M3: KMeans Pool,3,13,M3_KMeans_i3_p13,0.8246,0.5261,27.7368,0.9031,0.9095,0.0756,15.0448,0.8603,0.0308,YES
M3_KMeans,M3: KMeans Pool,3,14,M3_KMeans_i3_p14,1.0879,0.4871,13.3266,1.4881,0.1688,0.4489,12.1550,1.9840,0.0764,NO
M3_KMeans,M3: KMeans Pool,3,15,M3_KMeans_i3_p15,1.4590,0.7226,17.2833,1.4410,0.9419,0.3940,11.5362,3.8409,0.0646,NO
M3_KMeans,M3: KMeans Pool,3,16,M3_KMeans_i3_p16,0.9222,0.6856,15.4200,1.4753,0.8412,0.4317,15.5414,2.8052,0.1367,NO
M3_KMeans,M3: KMeans Pool,3,17,M3_KMeans_i3_p17,0.9272,0.4017,17.3657,1.4666,0.8974,0.4338,19.6502,8.8754,0.1140,NO
M3_KMeans,M3: KMeans Pool,3,18,M3_KMeans_i3_p18,0.8820,0.7241,26.8877,0.9219,0.1532,0.3325,13.9250,2.6426,0.0591,NO
M3_KMeans,M3: KMeans Pool,3,19,M3_KMeans_i3_p19,0.9492,0.7278,17.1756,0.9698,0.8954,0.4423,15.6700,2.0553,0.1154,NO
M3_KMeans,M3: KMeans Pool,3,20,M3_KMeans_i3_p20,0.9103,0.4536,34.6734,0.9332,0.9067,0.4539,16.1039,4.0732,0.0922,NO
